-483.5 	0 	0 	0.5
-369.5 	1 	1 	0.5
-376.0 	2 	1 	0.5
-468.0 	3 	0 	0.5
-529.0 	4 	0 	0.5
-487.5 	5 	0 	0.5
-458.0 	6 	0 	0.5
-537.0 	7 	0 	0.5
-524.0 	8 	0 	0.5
-446.0 	9 	0 	0.5
-345.5 	10 	1 	0.5
-521.75 	11 	0 	0.5
-440.0 	12 	0 	0.5
-568.5 	13 	0 	0.5
-144.0 	14 	1 	0.5
-499.49999999999994 	15 	0 	0.5
-364.5 	16 	0 	0.5
-359.0 	17 	0 	0.5
-270.0 	18 	1 	0.5
-167.0 	19 	1 	0.5
-446.0 	20 	0 	0.5
-401.5 	21 	1 	0.5
-489.5 	22 	0 	0.5
-342.0 	23 	1 	0.5
-393.5 	24 	0 	0.5
-369.5 	25 	0 	0.5
-282.0 	26 	1 	0.5
-505.5 	27 	0 	0.5
-599.5 	28 	0 	0.5
-385.5 	29 	1 	0.5
-394.5 	30 	0 	0.5
-470.0 	31 	1 	0.5
-505.0 	32 	0 	0.5
-314.0 	33 	1 	0.5
-425.0 	34 	0 	0.5
-313.5 	35 	1 	0.5
-441.0000000000002 	36 	0 	0.5
-455.0 	37 	0 	0.5
-490.0 	38 	0 	0.5
-429.0 	39 	0 	0.5
-444.50000000000006 	40 	0 	0.5
-428.5 	41 	1 	0.5
-427.0 	42 	0 	0.5
-432.5 	43 	0 	0.5
-319.7500000000041 	44 	0 	0.5
-372.0 	45 	1 	0.5
-370.5 	46 	0 	0.5
-444.0 	47 	1 	0.5
-288.8000000000001 	48 	1 	0.5
-312.0 	49 	0 	0.5
-473.5 	50 	1 	0.5
-361.0 	51 	0 	0.5
-438.5 	52 	0 	0.5
-364.5 	53 	1 	0.5
-397.0 	54 	0 	0.5
-418.0 	55 	0 	0.5
-438.0 	56 	1 	0.5
-541.0 	57 	0 	0.5
-478.0 	58 	1 	0.5
-228.0 	59 	1 	0.5
-628.0 	60 	0 	0.5
-510.0 	61 	0 	0.5
-580.5 	62 	0 	0.5
-544.5 	63 	0 	0.5
-326.5 	64 	1 	0.5
-452.0 	65 	1 	0.5
-436.0 	66 	0 	0.5
-521.0 	67 	0 	0.5
-413.0 	68 	0 	0.5
-402.0 	69 	0 	0.5
-201.5 	70 	1 	0.5
-402.5 	71 	0 	0.5
-242.0 	72 	1 	0.5
-401.5 	73 	1 	0.5
-605.5 	74 	0 	0.5
-389.5 	75 	0 	0.5
-447.5 	76 	0 	0.5
-246.5 	77 	1 	0.5
-389.5 	78 	0 	0.5
-384.0 	79 	0 	0.5
-432.0 	80 	1 	0.5
-383.0 	81 	1 	0.5
-441.24999999999994 	82 	0 	0.5
-419.2499999999991 	83 	0 	0.5
-345.5 	84 	1 	0.5
-518.5 	85 	0 	0.5
-447.0 	86 	1 	0.5
-385.0 	87 	1 	0.5
-363.0 	88 	1 	0.5
-306.5 	89 	1 	0.5
-359.0 	90 	0 	0.5
-418.0 	91 	0 	0.5
-441.5 	92 	0 	0.5
-279.5 	93 	1 	0.5
-390.90000000000003 	94 	1 	0.5
-455.5 	95 	1 	0.5
-447.0 	96 	0 	0.5
-481.0 	97 	0 	0.5
-310.5 	98 	1 	0.5
-578.0 	99 	0 	0.5
-435.5 	100 	0 	0.5
-248.0 	101 	1 	0.5
-554.5 	102 	0 	0.5
-522.5 	103 	0 	0.5
-411.0 	104 	1 	0.5
-424.2499999999994 	105 	0 	0.5
-444.5 	106 	1 	0.5
-384.0 	107 	0 	0.5
-231.5 	108 	1 	0.5
-476.0 	109 	0 	0.5
-567.0 	110 	1 	0.5
-373.5 	111 	1 	0.5
-210.0 	112 	1 	0.5
-207.0 	113 	1 	0.5
-396.5 	114 	0 	0.5
-469.40000000000333 	115 	0 	0.5
-499.5 	116 	0 	0.5
-445.5 	117 	0 	0.5
-320.5 	118 	1 	0.5
-343.5 	119 	1 	0.5
-451.0 	120 	0 	0.5
-372.89999999999895 	121 	1 	0.5
-517.5 	122 	0 	0.5
-421.0 	123 	1 	0.5
-446.0 	124 	0 	0.5
-388.0 	125 	1 	0.5
-417.0 	126 	1 	0.5
-516.5 	127 	1 	0.5
-343.5 	128 	0 	0.5
-454.2999999999999 	129 	1 	0.5
-562.0 	130 	0 	0.5
-405.0 	131 	1 	0.5
-410.0 	132 	0 	0.5
-291.5 	133 	1 	0.5
-222.5 	134 	1 	0.5
-346.0 	135 	0 	0.5
-538.0 	136 	0 	0.5
-432.0 	137 	1 	0.5
-453.0 	138 	0 	0.5
-411.0 	139 	1 	0.5
-465.5 	140 	0 	0.5
-350.0 	141 	1 	0.5
-370.0 	142 	1 	0.5
-411.5 	143 	0 	0.5
-460.5 	144 	0 	0.5
-435.0 	145 	1 	0.5
-574.0 	146 	1 	0.5
-405.0 	147 	1 	0.5
-391.5 	148 	0 	0.5
-166.5 	149 	1 	0.5
-339.5 	150 	1 	0.5
-519.5 	151 	0 	0.5
-333.0 	152 	1 	0.5
-298.0 	153 	1 	0.5
-334.75000000000006 	154 	0 	0.5
-283.0 	155 	1 	0.5
-290.5 	156 	1 	0.5
-360.0 	157 	0 	0.5
-480.0 	158 	0 	0.5
-511.0 	159 	0 	0.5
-343.0 	160 	0 	0.5
-463.0 	161 	0 	0.5
-397.0 	162 	1 	0.5
-397.0 	162 	0 	0.5
-247.00000000000003 	163 	1 	0.5
-373.5 	164 	0 	0.5
-365.0 	165 	0 	0.5
-495.0 	166 	1 	0.5
-344.0 	167 	0 	0.5
-546.5000000000001 	168 	0 	0.5
-434.0 	169 	0 	0.5
-439.5 	170 	0 	0.5
-284.0 	171 	1 	0.5
-524.0 	172 	0 	0.5
-262.0 	173 	1 	0.5
-162.0 	174 	1 	0.5
-354.0 	175 	1 	0.5
-360.5 	176 	1 	0.5
-499.70000000000005 	177 	0 	0.5
-551.5 	178 	0 	0.5
-402.5 	179 	0 	0.5
-287.5 	180 	1 	0.5
-402.0 	181 	1 	0.5
-207.0 	182 	1 	0.5
-396.5 	183 	0 	0.5
-348.5 	184 	1 	0.5
-379.0 	185 	1 	0.5
-478.24999999999994 	186 	0 	0.5
-273.5 	187 	1 	0.5
-477.7500000000001 	188 	0 	0.5
-550.0 	189 	0 	0.5
-451.0 	190 	1 	0.5
-468.5 	191 	0 	0.5
-367.5 	192 	1 	0.5
-587.0 	193 	0 	0.5
-443.5 	194 	0 	0.5
-140.0 	195 	1 	0.5
-442.0 	196 	0 	0.5
-492.99999999999955 	197 	0 	0.5
-251.0 	198 	1 	0.5
-478.5 	199 	1 	0.5
-381.5 	200 	1 	0.5
-462.0 	201 	0 	0.5
-450.50000000000006 	202 	0 	0.5
-359.5 	203 	0 	0.5
-505.0 	204 	0 	0.5
-342.5 	205 	1 	0.5
-439.5 	206 	0 	0.5
-598.3 	207 	1 	0.5
-493.0 	208 	1 	0.5
-596.2500000000003 	209 	0 	0.5
-401.0 	210 	1 	0.5
-448.5 	211 	0 	0.5
-461.0 	212 	0 	0.5
-475.20000000000005 	213 	1 	0.5
-482.5 	214 	0 	0.5
-472.5 	215 	0 	0.5
-463.0 	216 	0 	0.5
-640.0 	217 	0 	0.5
-273.5 	218 	1 	0.5
-467.5 	219 	0 	0.5
-406.0 	220 	1 	0.5
-561.5 	221 	0 	0.5
-483.0 	222 	1 	0.5
-391.0 	223 	0 	0.5
