-577.5	0	0	0.2	
-714.5	1	0	0.2	
-498	2	0	0.2	
-620	3	0	0.2	
-543.5	4	0	0.2	
-369.5	5	1	0.2	
-429.5	6	0	0.2	
-569	7	0	0.2	
-501	8	1	0.2	
-515.875	9	0	0.2	
-502.5	10	1	0.2	
-346.5	11	1	0.2	
-470.5	12	1	0.2	
-344	13	1	0.2	
-411	14	1	0.2	
-455.5	15	0	0.2	
-358	16	0	0.2	
-238	17	1	0.2	
-425	18	0	0.2	
-573	19	1	0.2	
-382.5	20	0	0.2	
-329	21	1	0.2	
-432.5	22	0	0.2	
-319.5	23	1	0.2	
-404.5	24	0	0.2	
-368	25	1	0.2	
-546.4	26	1	0.2	
-465.75	27	0	0.2	
-567.5	28	0	0.2	
-415	29	1	0.2	
-412	30	1	0.2	
-432.5	31	1	0.2	
-535.5	32	0	0.2	
-359	33	1	0.2	
-416	34	1	0.2	
-336.5	35	1	0.2	
-449.5	36	0	0.2	
-371.5	37	0	0.2	
-341.5	38	1	0.2	
-182	39	1	0.2	
-518	40	0	0.2	
-459.5	41	0	0.2	
-227	42	1	0.2	
-238	43	1	0.2	
-375	44	0	0.2	
-562.5	45	0	0.2	
-469.5	46	0	0.2	
-323.5	47	1	0.2	
-465.5	48	1	0.2	
-491	49	0	0.2	
-421	50	0	0.2	
-262.5	51	1	0.2	
-205	52	1	0.2	
-498.5	53	1	0.2	
-512.5	54	0	0.2	
-524	55	0	0.2	
-149	56	1	0.2	
-593	57	0	0.2	
-363.5	58	0	0.2	
-476.75	59	0	0.2	
-386.4	60	1	0.2	
-288.2	61	1	0.2	
-384.5	62	0	0.2	
-462.5	63	0	0.2	
-358	64	1	0.2	
-403	65	1	0.2	
-290	66	1	0.2	
-311.7	67	1	0.2	
-413	68	1	0.2	
-388	69	0	0.2	
-378.5	70	0	0.2	
-185	71	1	0.2	
-447	72	1	0.2	
-372	73	0	0.2	
-424.5	74	1	0.2	
-630.5	75	0	0.2	
-389	76	0	0.2	
-504.25	77	0	0.2	
-395	78	1	0.2	
-142	79	1	0.2	
-613.5	80	0	0.2	
-430.2	81	0	0.2	
-450.5	82	0	0.2	
-548.5	83	0	0.2	
-352.5	84	1	0.2	
-404.5	85	1	0.2	
-414	86	0	0.2	
-569.5	87	1	0.2	
-465.5	88	0	0.2	
-431	89	1	0.2	
-342	90	1	0.2	
-339	91	1	0.2	
-356	92	1	0.2	
-558	93	0	0.2	
-510	94	0	0.2	
-322.5	95	1	0.2	
-477.5	96	0	0.2	
-419.4	97	1	0.2	
-358.5	98	1	0.2	
-419.9	99	1	0.2	52
-389.5	100	1	0.2	53
-362.5	101	1	0.2	54
-451.75	102	0	0.2	54
-386	103	0	0.2	54
-343.5	104	1	0.2	55
-380	105	1	0.2	55
-434	106	0	0.2	55
-418.5	107	0	0.2	55
-441	108	0	0.2	54
-434	109	0	0.2	54
-477	110	0	0.2	53
-346.5	111	1	0.2	53
-495.5	112	0	0.2	52
-592.65	113	0	0.2	51
-487	114	0	0.2	50
-332	115	1	0.2	51
-421.5	116	1	0.2	52
-291.5	117	1	0.2	52
-328	118	0	0.2	52
-558	119	1	0.2	52
-450.5	120	1	0.2	53
-454.5	121	0	0.2	52
-416.5	122	1	0.2	53
-343.5	123	0	0.2	52
-327.5	124	1	0.2	53
-366	125	1	0.2	53
-375	126	0	0.2	52
-551.5	127	0	0.2	52
-583.75	128	0	0.2	52
-369.9	129	1	0.2	52
-454.5	130	1	0.2	52
-526	131	1	0.2	52
-211	132	1	0.2	53
-476.5	133	1	0.2	53
-202	134	1	0.2	53
-388.5	135	0	0.2	52
-321.5	136	1	0.2	53
-265	137	1	0.2	54
-234.5	138	1	0.2	54
-532	139	0	0.2	53
-85	140	1	0.2	54
-304	141	1	0.2	55
-470	142	1	0.2	55
-109	143	1	0.2	55
-545	144	0	0.2	55
-350	145	1	0.2	56
-426	146	1	0.2	57
-437	147	1	0.2	57
-519.5	148	0	0.2	56
-228	149	1	0.2	57
-505	150	0	0.2	57
-522.5	151	0	0.2	56
-131.5	152	1	0.2	56
-555.25	153	0	0.2	55
-553.5	154	0	0.2	55
-490.375	155	0	0.2	55
-443.5	156	0	0.2	54
-464.5	157	0	0.2	54
-381.8	158	0	0.2	54
-536.5	159	0	0.2	54
-256	160	1	0.2	54
-139.9	161	1	0.2	54
-379.5	162	0	0.2	54
