Epoch Number, Total Squared Error, 
0, 0.240767, 
1, 0.237851, 
2, 0.239465, 
3, 0.239802, 
4, 0.239976, 
5, 0.240063, 
6, 0.240072, 
7, 0.240006, 
8, 0.239870, 
9, 0.239667, 
10, 0.239398, 
11, 0.239061, 
12, 0.238652, 
13, 0.238166, 
14, 0.237593, 
15, 0.236923, 
16, 0.236145, 
17, 0.235247, 
18, 0.234220, 
19, 0.233055, 
20, 0.231748, 
21, 0.230300, 
22, 0.228717, 
23, 0.227009, 
24, 0.225193, 
25, 0.223284, 
26, 0.221299, 
27, 0.219250, 
28, 0.217144, 
29, 0.214978, 
30, 0.212744, 
31, 0.210423, 
32, 0.207997, 
33, 0.205444, 
34, 0.202751, 
35, 0.199911, 
36, 0.196938, 
37, 0.193861, 
38, 0.190734, 
39, 0.187627, 
40, 0.184618, 
41, 0.181783, 
42, 0.179184, 
43, 0.176856, 
44, 0.174808, 
45, 0.173029, 
46, 0.171492, 
47, 0.170161, 
48, 0.168999, 
49, 0.167972, 
50, 0.167048, 
51, 0.166201, 
52, 0.165410, 
53, 0.164656, 
54, 0.163924, 
55, 0.163201, 
56, 0.162477, 
57, 0.161743, 
58, 0.160991, 
59, 0.160214, 
60, 0.159406, 
61, 0.158564, 
62, 0.157683, 
63, 0.156765, 
64, 0.155811, 
65, 0.154828, 
66, 0.153826, 
67, 0.152822, 
68, 0.151835, 
69, 0.150885, 
70, 0.149994, 
71, 0.149181, 
72, 0.148456, 
73, 0.147825, 
74, 0.147288, 
75, 0.146837, 
76, 0.146463, 
77, 0.146154, 
78, 0.145899, 
79, 0.145688, 
80, 0.145512, 
81, 0.145362, 
82, 0.145234, 
83, 0.145121, 
84, 0.145020, 
85, 0.144928, 
86, 0.144843, 
87, 0.144763, 
88, 0.144687, 
89, 0.144613, 
90, 0.144541, 
91, 0.144470, 
92, 0.144401, 
93, 0.144332, 
94, 0.144264, 
95, 0.144196, 
96, 0.144129, 
97, 0.144062, 
98, 0.143995, 
99, 0.143928, 
100, 0.143862, 
101, 0.143796, 
102, 0.143730, 
103, 0.143664, 
104, 0.143599, 
105, 0.143534, 
106, 0.143469, 
107, 0.143405, 
108, 0.143341, 
109, 0.143278, 
110, 0.143215, 
111, 0.143152, 
112, 0.143089, 
113, 0.143027, 
114, 0.142966, 
115, 0.142905, 
116, 0.142844, 
117, 0.142784, 
