Epoch Number, Total Squared Error, 
0, 0.182134, 
1, 0.176759, 
2, 0.166841, 
3, 0.166069, 
4, 0.165367, 
5, 0.164651, 
6, 0.163907, 
7, 0.163120, 
8, 0.162278, 
9, 0.161373, 
10, 0.160398, 
11, 0.159354, 
12, 0.158248, 
13, 0.157094, 
14, 0.155919, 
15, 0.154756, 
16, 0.153640, 
17, 0.152606, 
18, 0.151681, 
19, 0.150878, 
20, 0.150200, 
21, 0.149639, 
22, 0.149179, 
23, 0.148803, 
24, 0.148492, 
25, 0.148233, 
26, 0.148012, 
27, 0.147821, 
28, 0.147651, 
29, 0.147498, 
30, 0.147357, 
31, 0.147226, 
32, 0.147103, 
33, 0.146985, 
34, 0.146873, 
35, 0.146763, 
36, 0.146657, 
37, 0.146552, 
38, 0.146449, 
39, 0.146347, 
40, 0.146246, 
41, 0.146146, 
42, 0.146046, 
43, 0.145946, 
44, 0.145846, 
45, 0.145745, 
46, 0.145645, 
47, 0.145544, 
48, 0.145442, 
49, 0.145340, 
50, 0.145237, 
51, 0.145134, 
52, 0.145030, 
53, 0.144926, 
54, 0.144822, 
55, 0.144716, 
56, 0.144611, 
57, 0.144505, 
58, 0.144399, 
59, 0.144292, 
60, 0.144186, 
61, 0.144079, 
62, 0.143972, 
63, 0.143865, 
64, 0.143758, 
65, 0.143652, 
66, 0.143545, 
67, 0.143439, 
68, 0.143334, 
69, 0.143229, 
70, 0.143124, 
71, 0.143020, 
72, 0.142917, 
73, 0.142815, 
74, 0.142714, 
75, 0.142613, 
76, 0.142514, 
77, 0.142416, 
78, 0.142318, 
79, 0.142222, 
80, 0.142128, 
81, 0.142034, 
82, 0.141942, 
83, 0.141851, 
84, 0.141761, 
85, 0.141672, 
86, 0.141585, 
87, 0.141499, 
88, 0.141414, 
89, 0.141330, 
90, 0.141248, 
91, 0.141166, 
92, 0.141085, 
93, 0.141005, 
94, 0.140926, 
95, 0.140848, 
96, 0.140770, 
97, 0.140693, 
98, 0.140617, 
99, 0.140541, 
100, 0.140465, 
101, 0.140390, 
102, 0.140315, 
103, 0.140240, 
104, 0.140165, 
105, 0.140091, 
106, 0.140017, 
107, 0.139942, 
108, 0.139868, 
109, 0.139794, 
110, 0.139720, 
111, 0.139646, 
112, 0.139572, 
113, 0.139498, 
114, 0.139424, 
115, 0.139350, 
116, 0.139276, 
117, 0.139203, 
118, 0.139129, 
119, 0.139056, 
120, 0.138983, 
121, 0.138911, 
122, 0.138838, 
123, 0.138766, 
124, 0.138695, 
125, 0.138624, 
126, 0.138554, 
127, 0.138484, 
128, 0.138415, 
129, 0.138347, 
130, 0.138280, 
131, 0.138213, 
132, 0.138148, 
133, 0.138083, 
134, 0.138019, 
135, 0.137956, 
136, 0.137895, 
137, 0.137834, 
138, 0.137775, 
139, 0.137716, 
140, 0.137659, 
141, 0.137603, 
142, 0.137549, 
143, 0.137495, 
144, 0.137443, 
145, 0.137392, 
146, 0.137342, 
147, 0.137293, 
148, 0.137245, 
149, 0.137198, 
150, 0.137153, 
151, 0.137108, 
152, 0.137064, 
153, 0.137022, 
154, 0.136980, 
155, 0.136939, 
156, 0.136898, 
