Epoch Number, Total Squared Error, 
0, 0.212280, 
1, 0.193890, 
2, 0.187950, 
3, 0.185746, 
4, 0.183259, 
5, 0.180691, 
6, 0.178191, 
7, 0.175907, 
8, 0.173951, 
9, 0.172369, 
10, 0.171143, 
11, 0.170216, 
12, 0.169518, 
13, 0.168986, 
14, 0.168570, 
15, 0.168234, 
16, 0.167953, 
17, 0.167712, 
18, 0.167500, 
19, 0.167310, 
20, 0.167137, 
21, 0.166977, 
22, 0.166827, 
23, 0.166686, 
24, 0.166552, 
25, 0.166422, 
26, 0.166297, 
27, 0.166174, 
28, 0.166053, 
29, 0.165934, 
30, 0.165815, 
31, 0.165696, 
32, 0.165577, 
33, 0.165457, 
34, 0.165336, 
35, 0.165213, 
36, 0.165089, 
37, 0.164962, 
38, 0.164834, 
39, 0.164702, 
40, 0.164568, 
41, 0.164431, 
42, 0.164292, 
43, 0.164149, 
44, 0.164003, 
45, 0.163854, 
46, 0.163701, 
47, 0.163546, 
48, 0.163386, 
49, 0.163224, 
50, 0.163058, 
51, 0.162888, 
52, 0.162715, 
53, 0.162539, 
54, 0.162359, 
55, 0.162176, 
56, 0.161989, 
57, 0.161799, 
58, 0.161605, 
59, 0.161408, 
60, 0.161208, 
61, 0.161005, 
62, 0.160799, 
63, 0.160590, 
64, 0.160378, 
65, 0.160164, 
66, 0.159948, 
67, 0.159730, 
68, 0.159511, 
69, 0.159291, 
70, 0.159070, 
71, 0.158848, 
72, 0.158626, 
73, 0.158405, 
74, 0.158184, 
75, 0.157965, 
76, 0.157747, 
77, 0.157530, 
78, 0.157316, 
79, 0.157104, 
80, 0.156895, 
81, 0.156688, 
82, 0.156485, 
83, 0.156284, 
84, 0.156087, 
85, 0.155894, 
86, 0.155703, 
87, 0.155517, 
88, 0.155334, 
89, 0.155154, 
90, 0.154978, 
91, 0.154806, 
92, 0.154637, 
93, 0.154471, 
94, 0.154308, 
95, 0.154148, 
96, 0.153991, 
97, 0.153837, 
98, 0.153685, 
99, 0.153535, 
100, 0.153388, 
101, 0.153242, 
102, 0.153097, 
103, 0.152955, 
104, 0.152813, 
105, 0.152673, 
106, 0.152534, 
107, 0.152396, 
108, 0.152259, 
109, 0.152123, 
110, 0.151988, 
111, 0.151854, 
112, 0.151721, 
113, 0.151590, 
114, 0.151459, 
115, 0.151330, 
116, 0.151202, 
117, 0.151075, 
118, 0.150951, 
119, 0.150828, 
120, 0.150706, 
121, 0.150587, 
122, 0.150470, 
123, 0.150354, 
124, 0.150241, 
125, 0.150130, 
126, 0.150021, 
127, 0.149914, 
128, 0.149809, 
129, 0.149706, 
130, 0.149606, 
131, 0.149507, 
132, 0.149410, 
133, 0.149315, 
134, 0.149222, 
135, 0.149130, 
136, 0.149040, 
137, 0.148951, 
138, 0.148864, 
139, 0.148778, 
140, 0.148694, 
141, 0.148610, 
142, 0.148528, 
143, 0.148447, 
144, 0.148367, 
145, 0.148287, 
146, 0.148209, 
147, 0.148131, 
148, 0.148054, 
149, 0.147977, 
150, 0.147902, 
151, 0.147827, 
152, 0.147752, 
153, 0.147678, 
154, 0.147605, 
155, 0.147532, 
156, 0.147460, 
157, 0.147388, 
158, 0.147316, 
159, 0.147245, 
160, 0.147175, 
161, 0.147104, 
162, 0.147035, 
163, 0.146965, 
164, 0.146896, 
165, 0.146828, 
166, 0.146760, 
167, 0.146692, 
168, 0.146625, 
169, 0.146558, 
170, 0.146491, 
171, 0.146425, 
172, 0.146359, 
173, 0.146294, 
174, 0.146229, 
175, 0.146164, 
176, 0.146100, 
177, 0.146036, 
178, 0.145973, 
179, 0.145910, 
180, 0.145847, 
181, 0.145785, 
182, 0.145723, 
183, 0.145662, 
184, 0.145601, 
185, 0.145541, 
186, 0.145481, 
187, 0.145421, 
188, 0.145362, 
189, 0.145304, 
190, 0.145245, 
191, 0.145188, 
192, 0.145131, 
193, 0.145074, 
194, 0.145018, 
195, 0.144962, 
196, 0.144906, 
197, 0.144852, 
198, 0.144797, 
199, 0.144743, 
200, 0.144690, 
201, 0.144637, 
202, 0.144584, 
203, 0.144532, 
204, 0.144481, 
205, 0.144430, 
206, 0.144379, 
207, 0.144329, 
208, 0.144280, 
209, 0.144231, 
210, 0.144182, 
211, 0.144134, 
212, 0.144086, 
213, 0.144039, 
214, 0.143992, 
215, 0.143946, 
216, 0.143900, 
217, 0.143854, 
218, 0.143809, 
219, 0.143764, 
220, 0.143720, 
221, 0.143676, 
222, 0.143633, 
223, 0.143590, 
224, 0.143547, 
225, 0.143505, 
226, 0.143463, 
227, 0.143422, 
228, 0.143381, 
229, 0.143340, 
230, 0.143300, 
